,log2FoldChange,pvalue,padj,significant,mean_log2_expression
MRPL14,-1.1302487343183878,7.188714172247116e-05,0.0011074819200579033,True,3.6784828602298663
DDIT4,-1.374919491040159,7.286495897027549e-05,0.0011209908505411836,True,5.985435471308883
CAPG,-1.6428541907789382,7.357810838087835e-05,0.0011305863852673031,True,5.857846186737109
PLEKHG4B,-1.2994568246179483,7.365422523890296e-05,0.0011305863852673031,True,3.314346534901107
PSG4,1.7291111117015305,7.365620083807038e-05,0.0011305863852673031,True,1.6829916677238574
HOMER3,-1.1301555152692977,7.375506038327312e-05,0.0011312461761513238,True,4.824491825701217
HIST1H4B,-1.8391450255160189,7.407757185619796e-05,0.0011353327174871946,True,5.2243545139298195
WDR34,-1.3676523374313971,7.418747397018093e-05,0.001136157033283119,True,4.820190882090016
GNG2,1.0755812998247345,7.451640070631816e-05,0.0011403318584279044,True,3.076045633602848
IL32,-1.2556536639717066,7.48883587284119e-05,0.0011451583918545523,True,5.442302543558317
CUTA,-1.3601850368343875,7.571251284939177e-05,0.001155143583382657,True,5.890381761406883
CLDN3,-1.6997656600041902,7.595438560793255e-05,0.0011579612131161162,True,4.8830113028241175
FAM104B,1.1891235374687854,8.08256261981842e-05,0.0012202801103716905,True,2.5140365138698257
EDN2,-1.555414041391139,8.139161507618917e-05,0.001227909566939289,True,2.0324094036825158
BOLA2B,-1.2543390353397412,8.167266211481728e-05,0.0012303160098040109,True,4.581851206463863
PDLIM3,1.0051479046352663,8.18379684296429e-05,0.0012309743750568724,True,5.065670754059093
TMEM130,1.0279552804972738,8.241304468194164e-05,0.001235951483430067,True,2.6258134426635777
PPP4R4,1.0411888718172602,8.276490771504404e-05,0.0012379962975432046,True,1.169896975088733
CPNE7,-1.2720307097869648,8.277780898501884e-05,0.0012379962975432046,True,2.7235892697105717
FOXN1,1.2189683343309228,8.337284148638822e-05,0.001245436861297598,True,0.8279283256972206
HS3ST6,1.5942521041722182,8.489116063153479e-05,0.0012637547339309214,True,1.1943610697930398
MDFI,-1.7160550145162463,8.666001657726022e-05,0.001287247759077924,True,4.489091689677648
AL118506.1,-1.1195867448718655,8.694643804161142e-05,0.0012903144304104645,True,2.580116510412384
TBCB,-1.1706445038513662,8.732887251565195e-05,0.0012933872369801677,True,5.428855727285873
CFD,1.9334008677919066,8.754084894561704e-05,0.001295371833677518,True,5.998286817690881
SLC2A6,-1.0092976316988211,8.800688786093811e-05,0.0012986789006068171,True,2.465752837753297
HIST1H2BI,-1.7405270687166285,8.89919854715707e-05,0.001311254258591682,True,3.919540032580565
PLN,1.0382761657154675,8.90533737806758e-05,0.001311254258591682,True,1.3346692884973923
PDGFRA,1.041226617937323,8.918678718682675e-05,0.0013113113241717462,True,4.249656105746415
COL6A6,1.1602258957658125,9.003979864622407e-05,0.0013197557935371966,True,1.6418929774918274
THEM6,-1.4462763653824147,8.9956460100607e-05,0.0013197557935371966,True,4.405767053627518
TMEM88,1.2664113845527798,9.000573806524627e-05,0.0013197557935371966,True,2.384147102368064
LDLRAD2,1.1238982758001823,9.017723007426827e-05,0.0013201216197278637,True,2.5560400377427337
VEGFA,-1.4588376691112108,9.073397779515825e-05,0.001326353873242436,True,6.186670822144118
CREB3L2,-1.4818799449439641,9.087984996734124e-05,0.0013265706145917742,True,5.649583547608265
DDTL,-1.098462591836868,9.083845955725701e-05,0.0013265706145917742,True,2.886388896933995
SLC4A3,-1.240407037875909,9.135857569287408e-05,0.001331638389832922,True,3.3851337809370228
SMCO4,-1.003284860904471,9.183656646604095e-05,0.0013347617549687473,True,3.2758381314891296
CSTA,1.6252168588855762,9.327563187384738e-05,0.0013498630757097312,True,2.1349274584773044
ALDH3A1,1.34403165966411,9.4141620708042e-05,0.0013550767800788845,True,1.3950824965962103
WDR90,-1.1368592808494054,9.438130931479976e-05,0.0013561703253282015,True,6.005477569626773
INPP1,1.1969208153380464,9.47458606266034e-05,0.0013565945503862889,True,3.1216916905065917
USP17L2,1.535447056813735,9.462446180237098e-05,0.0013565945503862889,True,2.59979519432138
PROX1,1.0343712104969167,9.592893892581777e-05,0.0013667679785306873,True,2.398780923314826
CMPK2,-1.3197115400652093,9.592571513262079e-05,0.0013667679785306873,True,3.1431406210251183
RNF215,-1.0836355796872765,9.580125212678208e-05,0.0013667679785306873,True,3.521258346826536
RAD54L,-1.0321787783073333,9.565117674512832e-05,0.0013667679785306873,True,2.6834457126593643
RNPEP,-1.0701164383735149,9.570210109385604e-05,0.0013667679785306873,True,4.669007460088371
SLC10A6,1.1696038926840615,9.8119928163732e-05,0.001393082794952958,True,1.4161011265694126
GPX3,1.554612234003283,9.842611752845845e-05,0.001396450718627309,True,5.240158337085679
HPDL,-1.0524908122937742,9.859988972121368e-05,0.0013979365317196724,True,1.925600598560937
NTHL1,-1.2023931499220564,9.877373822372478e-05,0.0013994213464503373,True,3.209770520868164
KCNJ12,1.3409348120084401,9.965169621381463e-05,0.0014089024033134712,True,1.2048492998680371
EFEMP1,1.2709521282147085,0.00010018523203281408,0.001413484465321501,True,5.013366727827628
TMEM160,-1.2954902513620596,0.00010015185274061239,0.001413484465321501,True,3.219883803607311
CLIC5,1.119166256438418,0.0001010088392742996,0.0014234911551245107,True,2.111012702743273
AKR1C3,1.0063795929031958,0.00010129378674922005,0.0014241625045310479,True,2.9112703338577144
NCAPG2,-1.180627386390471,0.0001018554434190939,0.0014310654458452293,True,3.1010025770844822
CBY3,-1.0413497294812886,0.00010208099255131676,0.001433239788622718,True,1.8318779976118196
MTFP1,-1.0432021248584584,0.00010237732647009254,0.001435543130598639,True,2.3079095235652107
MRPS16,-1.1227450612561753,0.00010263880251906114,0.0014380797202774476,True,4.68605925727041
ACR,1.1864799899157932,0.00010356821887822099,0.0014471879502215058,True,1.5915966815227554
CCNF,-1.0751865418720192,0.00010357479699056416,0.0014471879502215058,True,3.2935811473808974
NDUFA9,-1.112952615093211,0.00010404278156250027,0.0014527242451823315,True,4.572887886592846
ACSBG1,1.9318042257732264,0.00010433332995786202,0.0014557771180750342,True,3.3350948720934843
FAM195B,-1.1450611506756596,0.00010494636110434625,0.0014633223325885634,True,5.0045365399487896
SERPINH1,-1.4081544332369154,0.00010514766680191947,0.0014651202078951558,True,6.573232610782849
CH25H,1.147992400446195,0.00010643937261356804,0.0014790470404490725,True,2.009109291067998
DSC2,-1.19473185665852,0.0001066866168408836,0.001479956935810014,True,3.19364805903882
DMD,1.0651230254587327,0.00010727190964252195,0.001485433523475953,True,5.9237495385646115
BUB3,-1.174014429414557,0.0001073764035150634,0.001485433523475953,True,4.913957650829512
FAM83D,-1.2878829143974608,0.00010741255943736024,0.001485433523475953,True,2.360560247650436
LPAR1,1.2184274444114096,0.00010827748136276632,0.001496153963055124,True,3.832317459783873
UCHL1,-1.4602086439901818,0.00010907771231761747,0.0015053765259594298,True,2.9747247994664234
TMSB10,-1.9077963941511618,0.0001096960154236197,0.0015118485556614052,True,8.33401056547144
GIPC1,-1.0481270161469984,0.00010969539470946723,0.0015118485556614052,True,5.847506912388896
B4GALNT4,-1.4352706577737293,0.00010994354733386083,0.0015131999043652934,True,3.860073726339602
HIST1H2BH,-1.96792055586773,0.00011021444185425621,0.0015158978191448854,True,4.921866051095464
NGFR,1.3863889685093844,0.0001107651646010232,0.0015214053748387488,True,3.0676860518487445
FSCN1,-1.6362455868480845,0.00011216033520508603,0.0015363992872545142,True,5.412046875211053
SALL4,-1.106800891739473,0.00011244610579663369,0.0015392723853675763,True,1.7213057000586416
APOBEC3B,-1.2185511448670652,0.00011271364394412337,0.001541892186008596,True,2.0044680209683596
NELFB,-1.1450972881736465,0.00011602839691051507,0.0015840262466960812,True,4.333981503128834
ENDOU,1.1536619904874346,0.0001171092505200488,0.0015977047749520944,True,1.0014663700036261
PPIF,-1.2479232360838912,0.00011722142168572183,0.0015981581841408245,True,4.840493620624173
NR4A2,1.433305895756971,0.00011851899458592883,0.0016147614834365511,True,3.6148639647574856
BOLA1,-1.0550424557259865,0.00011949881095754412,0.001624982028336768,True,3.0489125052529933
CSF3,1.6032349203762684,0.0001199243549365143,0.0016278477977647937,True,1.1265982045030858
CTSD,-1.8586745541157228,0.0001200594016104339,0.001628079467518315,True,7.731075034161359
ARHGAP39,-1.0110400379256634,0.00012189462747716748,0.001646349985258661,True,3.4047910686023344
CBLN1,1.2145657772828549,0.00012296880130625385,0.0016586451374060063,True,1.1590952873983122
MMP13,-1.1598303200225968,0.00012341114715697516,0.0016634978195332437,True,1.2192906876413587
C1orf122,-1.211650296198317,0.00012374770904794916,0.001665575698724832,True,4.22568773653792
IGFBP6,1.5860375783727267,0.00012770229798569142,0.0017110581897830616,True,3.795231892401266
ARL4D,1.123088883558632,0.00012786685702905506,0.0017110581897830616,True,2.1118591446722284
ATP6V0E2,-1.2636853330027185,0.00012803779302189756,0.0017110581897830616,True,4.094343884960448
ADRM1,-1.218341168392456,0.00012802551311912435,0.0017110581897830616,True,5.140290975468135
WNT16,1.043585325832103,0.0001287862677369786,0.0017176592731244194,True,0.7716014966868241
NMB,-1.0532499171057197,0.00013108587759339435,0.0017425900707523719,True,2.1708365158483502
TCF3,-1.2155932503557212,0.00013135217597784232,0.0017449843535744065,True,5.630172503830057
HIST1H2BK,-1.8436770093782213,0.00013152058348202034,0.0017460758906078582,True,6.424883842543161
HIST1H4H,-1.5571187099778294,0.00013228958902238358,0.0017505457642792014,True,6.1918626985327085
ZNF571,1.0014039062865638,0.00013221401389557598,0.0017505457642792014,True,3.3861250815003183
OSR2,1.3322630944445857,0.00013312634949785114,0.0017593185848129857,True,3.5128752922717936
DPP3,-1.0105854466951252,0.00013396636876210485,0.0017660295354757528,True,4.245171075078075
BUB1,-1.4328812310784322,0.00013421795243690883,0.0017660295354757528,True,2.1730259814123785
C20orf24,-1.2655170788917935,0.00013588016800157143,0.0017835612049557077,True,4.049142794172851
BTNL8,1.17643879016711,0.00013751204151643017,0.0018008206937526812,True,0.8008816500331457
SSR2,-1.2653392975520816,0.00013886143754872305,0.0018141696648287544,True,6.102285045735522
MSR1,-1.1852635876606206,0.00013888980442974263,0.0018141696648287544,True,3.487830898835726
AARD,-1.349887001855346,0.0001394700756725518,0.001820574566129261,True,2.7282887395655138
HIF3A,1.290027730024634,0.00014014789146928646,0.001825890740467937,True,3.3395211618481335
MFSD3,-1.161793104918826,0.00014040223257247287,0.0018280280390111162,True,4.332288807267776
SCAND1,-1.1392032150246059,0.00014182283823141963,0.0018441523332262824,True,4.557394538757858
CNTN1,1.2552664502942672,0.000142135663244723,0.001847033785656394,True,2.586875036730199
DDOST,-1.0725094763466556,0.00014321252184236973,0.0018586414853978318,True,5.554551706147482
CHGA,1.0111479413716051,0.0001458176134733109,0.0018876108710873737,True,1.5237952227603426
SLC9A3R1,-1.325938212235724,0.00014734214595971403,0.001900056743376032,True,5.42390722482187
MRPS12,-1.0927804005605388,0.0001475790847720194,0.0019006909353017209,True,4.164346494159544
TNS1,1.099319963820375,0.00014756298107295113,0.0019006909353017209,True,6.9172946227481065
HAPLN3,-1.515071170005954,0.0001507686281506466,0.001933161270131723,True,4.682896329627028
C19orf10,-1.1804935224525108,0.0001520308707891597,0.0019450346171357659,True,4.616951688310912
PAX3,1.2779367419779422,0.00015280542435953853,0.001953092564130819,True,1.429607352117749
PCSK5,1.649050435542955,0.00015300014338640605,0.001954347572871405,True,3.3376192448980215
GSDMD,-1.060697843943216,0.00015393634689280726,0.001965066380322683,True,5.087551589413126
HIST1H2AE,-1.7906236425104103,0.00015436672617019824,0.001969318675514703,True,5.063611485749513
UQCC2,-1.0882065305595106,0.0001547201456438126,0.001972584426136417,True,3.8067531370797343
PSG8,1.3498160151897518,0.00015574268990990145,0.001983123584852745,True,1.1361334213891394
NRG1,1.513115548892562,0.00015601985013097354,0.001985404076525261,True,2.6073345075797723
SSBP2,1.1829215889314355,0.0001564381889577195,0.001988228232038913,True,7.8731960773934
TIPARP,1.1390641413196212,0.00015715347461479562,0.001996066027008251,True,3.0161838506133214
HIST1H1D,-1.162105028092805,0.0001585177379473905,0.0020070982629661464,True,4.6474199626382715
ARHGEF11,-1.089429890731369,0.00015893966866100233,0.0020111828323191583,True,4.519383169581581
PHGDH,-1.175015349747027,0.00015954712421640245,0.0020176084177921825,True,4.953069347823109
CRB3,-1.1895684260796728,0.00016032245515400621,0.0020261475824269724,True,3.2666418326736566
AHCY,-1.138145435647833,0.0001615991361108086,0.0020410081782279666,True,4.942281799331867
RDH12,1.4262193436399018,0.00016246983442251355,0.002048172022240479,True,1.198263913330667
C1QC,-1.7892897370136884,0.0001631532333685707,0.002055507381941557,True,5.694366797746162
KRT7,-1.9565759077610076,0.00016363601191269678,0.002057748259120782,True,7.425434497604905
NBEA,1.1022749461651002,0.0001639874980314459,0.002059609730238619,True,2.105382064203055
HIST2H2AA3,-1.0264819964079077,0.00016469047406398294,0.0020671564401112206,True,3.196892357857275
GPC2,-1.113128111280191,0.0001661908957360828,0.0020821168781390673,True,3.1440821329006545
PSMA7,-1.2335709800055046,0.00016646668288256526,0.002084282289202484,True,5.474234547850937
UQCRH,-1.0286851606813237,0.0001703710870999034,0.0021279043981644935,True,5.6817331091602705
SRSF9,-1.1950377365079543,0.00017202461782869104,0.0021472320669295186,True,5.33924462191758
MKRN3,-1.2621286418167608,0.00017353400895777995,0.0021607438778346944,True,1.7132098724048805
COL14A1,1.5994072329376823,0.00017348431464627505,0.0021607438778346944,True,4.471137836900976
KLHDC7B,-1.4676813335714636,0.00017459748732539995,0.0021726494950153946,True,2.3252987451744755
TWIST2,1.5634574997982176,0.00017762983507476658,0.0022049623794749996,True,3.1409775343088002
SULT1A3,-1.152866419726383,0.00017787047837608332,0.002206596633089573,True,4.7119814127810224
TMEM206,-1.0698964469860335,0.00017857247501187822,0.002211240568251062,True,2.8778454110735856
FBLN5,1.2759361238924005,0.0001792520242347654,0.0022178451313356377,True,4.564217208122195
TMEM238,-1.3507764094613401,0.0001793249273928894,0.0022178451313356377,True,3.0170381750226745
PDK4,1.5844949136394049,0.00018086549703453598,0.002226019971404994,True,3.930711957506254
CAPN6,1.2561997900977786,0.00018085205483147856,0.002226019971404994,True,1.8823024696438255
POSTN,-1.763106627229539,0.0001818404074797305,0.002233389121616589,True,5.198132165271979
ZSWIM4,-1.176399603620267,0.0001819054954828487,0.002233389121616589,True,3.9634840957843465
PDIA3,-1.2031991700494409,0.00018272094852978107,0.002240354967227763,True,7.045528157462462
TRAF7,-1.120453747087347,0.00018311591171114855,0.002240354967227763,True,4.900470186584902
UBA1,-1.16988188021213,0.00018344547487637373,0.002240354967227763,True,6.628378818370053
COL5A2,-1.3569800120669235,0.00018320385905064036,0.002240354967227763,True,4.956227692077124
RPN2,-1.3646812749413408,0.00018370116592327453,0.002241840750622433,True,5.542677051023935
LCE1C,1.6834064903358266,0.0001851946226180255,0.0022569112319544326,True,0.8925722055568331
LOR,2.012568808845557,0.00018552368802952684,0.0022586365531243537,True,1.1546603824276493
FAM83C,1.3938115697165614,0.00018613718267205515,0.002262024850167124,True,0.9454601930632613
PCNXL3,-1.3344806766051933,0.0001862687202568278,0.002262265453101221,True,4.787091573128681
WLS,1.2806717686471845,0.00018668974893727548,0.0022660195785276253,True,4.273273202072186
PRTG,1.0037479906404423,0.00018747034258964114,0.002272769195251422,True,1.3036385306492335
PDE1C,1.3014568891191862,0.00018798644382045425,0.0022776622032249652,True,2.6550368518716625
NR4A1,1.3741522236277977,0.00018913817271871324,0.0022861441461869063,True,7.023113204913267
CAPNS2,1.3306887011472155,0.00018982196076720832,0.002291672878767382,True,1.3155590714268195
SPARCL1,1.6133176349634932,0.00019042610894783334,0.002296228113018364,True,4.6446345091542875
ZEB1,1.0235110110925407,0.00019037792768906344,0.002296228113018364,True,3.761103628691745
PARP12,-1.076106673525742,0.0001931690402455889,0.0023223874042827748,True,4.678119404142934
GALE,-1.0310963880559139,0.00019335973719703819,0.0023233004387485075,True,3.6449413699763875
SHMT2,-1.1113475202856753,0.000193727873497268,0.0023263431357210484,True,4.980934478680766
CORIN,1.2053662824845366,0.0001943882330901719,0.0023315072080234717,True,1.9694377832629857
CTD-2583A14.10,-1.1074633855018008,0.000195128737786486,0.002336236797885982,True,2.610765876215962
CCL27,1.5107843352631574,0.00019707214093499137,0.0023553261897106465,True,1.3688236542223082
LRRC7,1.0131004299432727,0.00019778582783106088,0.002362461280393899,True,1.1217048424506613
AL163636.6,1.1240503988415746,0.00019884076598471732,0.002373240967597421,True,0.8564617837390677
BABAM1,-1.0397994659424024,0.0002037006088646061,0.0024231037174340868,True,5.1065705606347445
KCNK1,-1.0167328414796546,0.00020554493650742578,0.002434031691085218,True,3.188528322835828
DCT,1.2396702796472416,0.00020558106251880484,0.002434031691085218,True,0.9537765699101808
S100P,-1.7539648349309713,0.0002063301470915489,0.002440046821270735,True,2.2565151069659377
STXBP6,1.0375948908616262,0.00020977881259190702,0.0024721663793572466,True,1.2948472241478308
SCXA,-1.2177943869633752,0.00021288277552368104,0.0025000143116313493,True,2.7913072532511496
ANO2,1.1732408032133637,0.0002131429471483139,0.002501618613312906,True,2.0649998328583807
ERI3,-1.2160169369654676,0.0002143691891585415,0.0025130970490468045,True,4.713467944689944
SMOC1,-1.0666274219448664,0.00021575999132669103,0.0025250154823122464,True,2.5301560568086203
MLF2,-1.0162229679617987,0.00021631654637317786,0.0025287050109963245,True,6.256392581943982
SERPINA12,1.1009175732313583,0.00021915431268393506,0.0025560650136534162,True,0.6938797420244591
HDAC2,-1.01026973016715,0.00022152523978388833,0.0025761056890664007,True,4.673081851423598
RASD2,-1.2853972365378805,0.0002217727602917217,0.002577503619326175,True,2.7940269764780044
PLIN4,1.683406660925014,0.00022402918707951946,0.0025962764290852606,True,3.9780952187882943
EPHA4,1.086547581501332,0.00022499690554503835,0.0026059996279547176,True,3.4158306311211866
C9orf142,-1.3373115903910575,0.0002253436432647164,0.0026078083137503045,True,4.680869513515061
ZIC1,-1.872629846047936,0.00022600653889666148,0.002608020176058445,True,2.2851928649613824
ZNF780A,1.0303780463685457,0.00022581173450890053,0.002608020176058445,True,3.85766308995013
RNF187,-1.3498721037656383,0.00022607307166761688,0.002608020176058445,True,5.9011522488463
EFNA1,-1.1952675785400535,0.00022605412347554376,0.002608020176058445,True,5.038885227687655
GYPE,1.0105290182806375,0.0002266987033325309,0.00261374826177131,True,0.9440288595527168
FPR3,-1.025584909945183,0.00022882646158504615,0.0026337808648384566,True,2.6586752639847573
AC078925.1,1.2736822716064622,0.00022872716854170842,0.0026337808648384566,True,1.4076534129701652
TRIM47,-1.1897026434420495,0.00022987835603759647,0.002639884966725569,True,4.931463152906591
FGFBP2,1.0121649504072971,0.0002316596866626302,0.0026558222062126905,True,1.0021535804457196
SPINT1,-1.616239836404879,0.00023198120462024097,0.0026580030949300503,True,5.595761599203057
PNPLA7,1.0663019494134969,0.0002323460222454607,0.0026601352865048417,True,3.9982949255324076
LCE2C,1.467031126665454,0.00023243007615465105,0.0026601352865048417,True,0.7549004309689777
TNN,1.0652246902341949,0.00023596555154887085,0.0026861845647399548,True,1.8730359766832545
TELO2,-1.1915739917451456,0.00023603291221339424,0.0026861845647399548,True,5.219132023248452
LEMD1,-1.0455634660071242,0.000236239816104827,0.0026870288296956895,True,1.0414328407783686
SEMA3E,1.0249314722024936,0.00023730189294527974,0.0026975935567490924,True,2.001058168481365
SCAF1,-1.055553080073504,0.00023874067232251028,0.0027093854550681294,True,4.739147896292997
PSMB4,-1.4617546260100074,0.00023927706273634225,0.002713951491406154,True,5.917832228036252
C18orf56,-1.0552310958798556,0.00023954409374902935,0.0027154589709086495,True,1.7316292193944536
SERPINB13,1.1678848037365903,0.0002411529013783446,0.0027306385018489735,True,0.7787399345399958
LCE2B,1.5344853613496419,0.00024203152380191813,0.0027375252686556617,True,0.8124474743489968
KLRG2,-1.3414336944154819,0.0002423168838119852,0.0027392225737897557,True,2.267025911544641
PPFIA2,1.033969235640775,0.0002489652712514768,0.002798751183652082,True,1.9406301104452963
ALOXE3,1.0031223670013005,0.00024994663287756537,0.0028066664055680472,True,0.7733866860087517
ADCK5,-1.2869167825398096,0.0002517645941030768,0.00282551328836524,True,3.5005585192001316
ALX4,1.1665384771728127,0.0002527965395458521,0.0028339527905012858,True,1.8969960868261473
MUC5B,-1.5720404298413602,0.00025326808685166926,0.0028360982778754956,True,4.2279846563721195
FBN3,-1.7581782532320238,0.00025402134320170355,0.0028413901184871217,True,2.175496201674234
ATP10B,1.000455788471144,0.00025443685950702976,0.002842949076365286,True,2.7031455170220444
FIBP,-1.192682112595743,0.00025874670567151733,0.00287995374705999,True,4.809172819886333
MAPK10,1.077948602484351,0.0002593518409547154,0.002881908546635108,True,2.716141172833427
ZDHHC12,-1.2088799057246082,0.00025924579171970554,0.002881908546635108,True,4.133193850564552
ADAD2,1.2145927332553919,0.0002595712994000723,0.0028827649630575225,True,1.4164088790790808
PVRL4,-1.3753929838442858,0.00026125553622605515,0.0028967029498536212,True,4.720544363346945
CYC1,-1.4424941435848266,0.0002634281245024716,0.002914407545725158,True,5.178122413606137
SAMD10,-1.0417878653669912,0.00026364227542323714,0.002914812523302848,True,3.063668417628119
SNX22,-1.026539684023164,0.0002638966390997787,0.002914812523302848,True,3.2825021462250494
NUDT16L1,-1.1435643112916134,0.0002652452222679601,0.0029249208987130286,True,3.7022478659543934
LCE1B,1.0191644706524543,0.00026710458094024746,0.002936247866690996,True,0.5183500488540203
TMEM125,-1.1052830570694319,0.00026674016403982747,0.002936247866690996,True,3.2405892373449965
ARHGAP8,-1.0997718857001653,0.0002688745856197529,0.0029506888096052786,True,4.805488957832139
PPAP2B,1.0342388691601512,0.0002688936507814748,0.0029506888096052786,True,4.830405906144986
GNAS,-1.078510834196858,0.0002699246493491475,0.002960397860629924,True,8.1009307576333
ITPA,-1.1122434998109734,0.00027058462957936096,0.002964424464536657,True,4.500990780774499
TTYH1,-1.3442629952475755,0.0002718965960443226,0.002975577558655868,True,4.625648567416211
ATF3,1.4236164060123313,0.00027696641658713064,0.003022890603893826,True,4.966925007901883
C17orf89,-1.4204296512096577,0.0002806499661441484,0.003053218277568205,True,4.340408658195147
USP5,-1.0841159312730948,0.0002819654795812893,0.003064236768439497,True,4.636780508970467
HES4,-1.5368592579768672,0.00028647236895670147,0.0031082098509632255,True,4.525291342452878
CLMP,1.130419539927126,0.0002868068568804446,0.0031096921883057662,True,3.7462991047040433
SLC25A39,-1.3407760617657445,0.0002873070142294281,0.0031105977594058833,True,5.72403244436414
KIFC2,-1.2219172893299861,0.00028873680428507696,0.0031227378950617886,True,5.197004779605268
HOXC11,-1.0055744651816136,0.0002916935163711351,0.003149667697306667,True,1.1237574583673762
CNTFR,1.3208933986708884,0.00029233259566501034,0.003153204971674906,True,2.302915626572555
DNMT3A,-1.0786123540324395,0.00029445671763304204,0.0031675773100119267,True,4.8114169461192775
GOLGA2,-1.0459988249854568,0.00029725272264171705,0.003192667704299312,True,9.446692842618683
REPIN1,-1.1695421784533657,0.00029844542357746894,0.003202080575383909,True,5.691886477794373
KLK13,1.1863157586845845,0.00030058741758930873,0.003218240537553223,True,1.3064197047520048
PFKL,-1.2550753278438362,0.0003020508985775471,0.003232200048943456,True,5.9623662323697015
ST14,-1.3477867352766113,0.0003050148746597621,0.003258797715410021,True,5.246614542546696
HPGD,1.2857751760767293,0.00030501934558441125,0.003258797715410021,True,2.075281172821987
ARID5B,1.0511328351742582,0.0003054047837029625,0.003261194752558111,True,4.148442058350474
SLC38A6,1.1721071348002328,0.0003080128770395599,0.0032797033438032534,True,4.894024408866384
ADAMTS9,1.335344961294548,0.00031000524823147186,0.0032964108485789806,True,3.8466431104418954
SLC44A2,-1.2397529238039038,0.00031024597914848246,0.003297238894404292,True,6.147711553874106
CAV1,1.4756315855230655,0.0003106543393831348,0.0032981162848195844,True,4.996070855665861
THRSP,1.7906770074664724,0.00031108643897294265,0.0033009727691017806,True,2.4405348900981445
PFN1,-1.7561576575470577,0.000312067960764679,0.0033048884528498372,True,7.993641085915994
BUB1B,-1.0855973320427157,0.0003121084027387577,0.0033048884528498372,True,2.0940265149006674
VAX2,-1.1400018289668585,0.0003138668917946038,0.0033200360978440694,True,1.9188767194031184
NEXN,1.1466470194034937,0.0003141517187144847,0.003321313679944364,True,2.3352704793292234
NIPAL4,1.0655872804609177,0.00031446986000237335,0.003322941954910256,True,1.4440535922112872
PLXNB3,-1.3189875127106365,0.00031667291096630585,0.0033392498726165774,True,4.28426056355042
DDT,-1.1127385414518933,0.00031862362914261374,0.0033545782608535406,True,4.8478228689789535
ATAD3A,-1.1297571915123545,0.00032367028595323404,0.0034024032239923035,True,3.9823641358578636
BCL2L12,-1.1473630233151724,0.00032427951786539745,0.0034052713271280274,True,3.5136206033246635
ITGB3BP,-1.8635752088957123,0.00032772753327068525,0.0034308022950353123,True,6.318409758566414
YWHAQ,-1.072998145860204,0.00033410288556802475,0.0034777619646325086,True,6.115676131978829
CCL28,1.284846511573257,0.00033659394718646744,0.0035000929916472624,True,3.8055264509646847
ZDHHC20,-1.1233751060051866,0.00033734378855864984,0.003506089498541286,True,4.170773061146134
IQCJ,1.0338360488618932,0.00033803222162853523,0.0035114419492515776,True,0.8663252580969812
TUBA1B,-1.2794394407513154,0.00033832138003879285,0.003512643415520718,True,7.4794140226768056
PSENEN,-1.1938452846991958,0.0003403172370611292,0.0035315544754175405,True,4.128837193200289
CALML3,2.2264204147361664,0.0003407161830794907,0.003533883116100087,True,3.1819880491679515
SPAG5,-1.0276824552881991,0.0003419672995232086,0.003542003656310975,True,3.1529885642688935
HIST1H1C,-1.5481921607842013,0.00034202396266363506,0.003542003656310975,True,6.003649225105846
TEAD2,-1.0921715673529953,0.0003474109919973586,0.0035904456069313535,True,4.834854980776967
NPY1R,1.0647409930360032,0.0003481484417804834,0.0035962313021875854,True,2.1517106204866283
BMP4,1.1039450815364278,0.0003486161279907078,0.0035973915021915753,True,2.680392654843333
SLC39A7,-1.1166396504514315,0.0003505442658962314,0.0036071565210427222,True,5.093191393165901
OAS2,-1.331536177774816,0.0003503993957571584,0.0036071565210427222,True,3.82111752043669
EZH2,-1.1198145846028527,0.0003515138682562341,0.0036143980582609017,True,2.759968976650806
ABCC9,1.4013830505351046,0.00035241354405616805,0.0036199718990163263,True,4.20347982602916
IFI27,-1.311200488263526,0.00035391921086355124,0.0036299130411061083,True,6.066484770168142
POF1B,1.2227069996058295,0.000358783432256675,0.0036723606519052793,True,1.4362169817111803
C7,1.2504673058043734,0.00036067819131170554,0.003686163887580409,True,3.093366550490804
STXBP1,1.0006056477022285,0.0003637003220634303,0.0037133014223379775,True,3.374269834898683
SMYD1,1.0068920006908149,0.00036616845140695597,0.003733029441878054,True,1.035775771681999
IGSF9B,1.2483354811801588,0.00036618573898892695,0.003733029441878054,True,3.0633088220328224
SCGB2A1,1.1549497111001648,0.00036812287536264383,0.0037471170108557502,True,1.2366814920834293
TSR3,-1.1312087513848668,0.00036911959056734796,0.003748660830366266,True,4.179900609403881
WDR72,1.381467803574651,0.00036920032084117034,0.003748660830366266,True,4.824688123369748
TSTD1,-1.2581544169763461,0.0003713445848659624,0.0037647683851759015,True,4.7927403146281815
CPA3,1.0489823461769439,0.00037325014133535135,0.00377664655075443,True,1.6277462295184517
AQP7,1.4178478330083952,0.0003734488982816541,0.00377664655075443,True,2.556023144282381
C6orf62,-1.0524400039301787,0.0003739233583718149,0.003777670815167547,True,4.544114704990567
TRPM1,1.2185573764260256,0.0003755100729295678,0.003789918712129626,True,1.0125713170907016
SEMA5A,1.098583050815495,0.00037617059490080445,0.003790915811031203,True,3.3815535771287615
PYCR2,-1.0953530399307319,0.00037862038689163877,0.0038137056482627453,True,4.8502673510102845
